ComputeInstance,EventSequence
2d914033-e958-44d4-ad94-a008d626d96c,[18]
2de29bd6-5ae6-4ff9-a0b9-80621fcc83db,"[7, 4, 1, 20, 8, 22, 23, 9, 2]"
2e0f047e-8d2f-4166-a950-ecf24c8743a7,"[3, 4, 1, 14, 15, 17, 8, 6, 2]"
2e5a9afb-1463-4c52-bc14-82b1b95b4aae,"[7, 3, 14, 6, 13, 5, 10, 19, 9]"
2ec1b0c5-bc99-42b2-86ea-b006b6977510,"[7, 3, 4, 1, 14, 17, 8, 6, 5, 10, 2]"
2eef2efe-0cf9-499c-87de-edf080fc2003,"[7, 3, 4, 1, 14, 1, 17, 8, 13, 5, 11, 9]"
2ef64a04-3af7-4188-8115-5dd639d33485,"[7, 4, 14, 15, 1, 17, 8, 6, 5, 11]"
2f093863-6416-4d09-ac00-7ea45d932d36,"[12, 7, 3, 16, 14, 13, 5, 11, 2]"
2f1d79e1-717e-4eb2-a3c7-33eeead6d825,[18]
2f30253c-4fa6-46c1-a6f6-154ea91d0c43,[18]
2f72aca3-f803-43d0-bd91-39183e3a46e2,"[12, 7, 3, 3, 3, 4, 4, 1, 1, 25, 21, 2, 2, 2, 2, 1, 1, 1, 13, 5, 6, 10, 22, 9, 10]"
2f90e5a5-d289-48d0-932d-58b3c9ea5f8e,"[7, 1, 14, 16, 1, 6, 13, 5, 10, 9, 2, 1]"
2fec8750-f8de-48f2-992a-61dce4a73bef,[18]
2ff187f6-50b4-4290-9995-e17b9558f7a2,"[12, 3, 1, 14, 15, 16, 17, 6, 5, 2]"
2ffc898c-fddb-412c-a57c-324afb42f994,"[12, 7, 3, 4, 1, 15, 17, 6, 10, 9, 2]"
3017e26c-467e-491b-9591-453d881c14ef,[18]
3042d726-682f-4dd9-bf4c-5374ac70af0b,"[7, 3, 15, 16, 14, 6, 13, 10, 11, 9, 2]"
309a203c-f1db-4bbe-9850-9aac4f28d4c6,"[7, 4, 14, 16, 1, 17, 6, 13, 5, 10, 9, 1]"
30a23bca-93ef-481a-b377-0d6a9093ed3a,"[12, 7, 3, 15, 16, 1, 4, 17, 14, 8, 5, 10, 9]"
30d11439-6705-41bd-9d14-7de0cc688278,[18]
30ea39d0-5623-495b-9290-5055d2834b4b,"[3, 4, 1, 14, 15, 17, 13, 5, 10, 11, 2]"
30fccdc4-a449-47f4-b769-0aa8e7a52079,"[12, 3, 4, 1, 5, 8, 10, 22, 23, 11, 2]"
31023409-72f7-4cf8-928b-7f7828d9d5d1,"[12, 7, 3, 15, 16, 1, 17, 13, 5, 11]"
3111c3f6-64d8-42b6-bf54-3c9a5b0cf951,[18]
311704f0-b22f-45c7-acbe-5819dc9c9a1e,"[3, 15, 1, 4, 14, 1, 17, 6, 13, 11, 9, 2]"
3118a1d1-839c-4974-9eac-312bb20814d2,"[7, 3, 1, 14, 16, 1, 17, 8, 6, 13, 5, 10, 11, 2, 9]"
31190fc7-4c3a-411c-bfc7-51b97bed4da3,"[12, 7, 4, 1, 14, 1, 17, 6, 5, 11, 2]"
313a404c-ac28-4f40-8ce7-ad55105f4f68,"[12, 7, 4, 14, 15, 16, 1, 17, 8, 6, 5, 10, 11, 9]"
314d2beb-d217-4533-be08-d49662eb21c1,"[7, 3, 17, 1, 13, 5, 10, 11, 2]"
316efd26-49e9-4da1-9489-d3ebd3bfc5cf,"[12, 3, 4, 8, 6, 13, 10, 9]"
318c553c-4222-4588-9fd3-7b47d0084f6f,[18]
318f4736-642f-437f-900d-3b97682ded4d,"[12, 7, 3, 14, 15, 17, 8, 6, 5, 10, 2]"
31c158fb-972b-4bb9-aa43-2c5361607e89,"[7, 4, 14, 15, 16, 17, 1, 5, 19, 2]"
31ddaab0-b20b-4d25-9b38-c1c8c83a3869,"[3, 16, 1, 1, 17, 5, 10, 9]"
323e4c0b-0b57-40e2-844b-a7a3a321f889,"[12, 3, 16, 1, 4, 14, 8, 6, 2]"
327dc05a-1486-480f-bcfa-2d870b7eb1e6,"[7, 3, 16, 1, 4, 14, 6, 10, 2]"
32801cee-2d2d-4773-9faf-d29f16b7bc12,[18]
329259b6-9641-4b44-9a71-fc8e9ac744b8,"[7, 3, 4, 1, 15, 1, 6, 13, 5, 10, 11, 9]"
3295fc3a-e245-4de2-af5a-b9c7c7ea84f0,"[7, 3, 4, 15, 14, 17, 6, 10, 11]"
32abf6f2-fae4-41ee-85eb-927c1386ebb4,"[7, 15, 17, 4, 14, 6, 13, 5, 1, 10, 9]"
32f4b92e-8168-4e03-a0b4-aecb62232689,"[12, 7, 3, 16, 1, 17, 13, 10, 11]"
33070c75-c60d-4f7a-bdc8-b108543bfd0e,"[7, 3, 4, 14, 17, 8, 6, 13, 10, 11, 2]"
331d0772-ac2f-46c7-bb77-90f00e531636,[18]
33404571-0589-4cd3-8244-ffac3b973b26,[18]
3343001f-bcda-461a-9908-f0beb214e02f,"[3, 15, 1, 4, 17, 14, 6, 13, 5, 9]"
334304d2-2edb-4b69-86c9-d88291017019,[18]
335b1e14-3a16-4380-9951-b3a34eeedb29,"[12, 7, 3, 1, 14, 15, 16, 1, 6, 13, 11, 9]"
33cb5f95-bfc4-4a72-bd72-9a0bc2c2ab38,"[1, 14, 15, 16, 1, 5, 10, 11, 2]"
33d1d98d-6bd6-483f-95fa-a62365788b3b,"[12, 25, 3, 3, 4, 4, 4, 4, 1, 1, 2, 2, 1, 8, 6, 5, 10, 24, 5, 28, 8, 6, 11, 1]"
33f115cf-3716-46f9-95f6-97971e889ea5,"[12, 7, 3, 14, 16, 13, 5, 10, 9, 2]"
33f26004-dbee-49df-abf7-2c20ac7aefa5,"[12, 3, 4, 16, 17, 6, 10, 19, 11, 2, 9]"
3408b65b-0e57-40fa-9601-e1ccfbd55078,"[7, 16, 1, 14, 6, 13]"
34140113-b6c8-441c-8c7b-5cbf0634e638,"[7, 3, 3, 3, 4, 4, 4, 1, 1, 21, 2, 2, 1, 1, 1, 1, 8, 6, 13, 5, 10, 31, 24, 5, 5, 1]"
34690104-d5a5-450b-a066-12a0933bed58,"[7, 15, 14, 8, 6, 13, 10, 11, 2]"
3499f8db-1dc7-418f-a70b-3314ae4318b1,"[12, 7, 4, 14, 15, 16, 17, 6, 5, 10, 11, 9]"
34d760d3-46df-4adf-824a-6ae3367ff1ca,[18]
34f7da1a-1b9e-4aa4-9e0b-a80cbca4313d,"[12, 7, 3, 1, 4, 17, 14, 6, 13, 10, 11, 9, 2]"
352f0706-4b9b-4e47-b1ba-ccb78e996715,[18]
359cf046-3a54-4945-8daf-13cfbee503ee,[18]
35b14784-8157-4ec7-8b8e-73acb8f907f8,[18]
36a15987-023c-4f00-beb6-0090a70b6be3,"[3, 15, 16, 1, 17, 8, 6, 13, 11, 9]"
36a846d7-196e-4659-880d-cc54bf0e852d,"[4, 1, 17, 6, 5, 10, 2]"
36b1cbe3-629a-4b82-9df1-d899610a8abe,"[3, 4, 1, 15, 1, 17, 13, 5, 11, 9]"
36c1ab68-8716-4479-a84c-9fc72574e6d8,"[12, 15, 16, 17, 6, 5, 10, 11, 9]"
36fbd29d-3878-4794-8658-edd814980814,"[12, 7, 15, 1, 4, 6, 13, 5, 10, 2]"
3724a4b2-71ba-4eea-a43c-29f554676c00,[18]
372eea94-9868-4dda-bd30-75396e95984e,[18]
37ec33b9-eb3d-4f70-a7ba-5aaee34150d5,[18]
37f5445b-3da1-4975-9d4f-cd5ca6641570,"[12, 3, 1, 16, 14, 1, 17, 8, 13, 5, 10, 11, 9]"
38776b7d-3de8-4937-bd04-3e972e671ef0,[18]
38c89c34-94d6-415d-a684-5245032294a8,"[1, 14, 17, 8, 6, 10, 2, 9]"
38e9e3d3-5e46-4b66-86c9-0da260e6dac8,"[3, 1, 14, 1, 17, 8, 6, 13]"
38ede047-eab9-4ed0-979b-d9f2f167e627,[18]
391db3be-f3c1-4662-9b84-0dc4e0453a97,[18]
399c9cbe-2320-4d0f-bcfd-bfb7c3fb53fa,"[7, 1, 14, 1, 17, 8, 9, 2]"
39d4bf0d-ca2f-4ad7-a02c-d6700bcc3b0b,[18]
39e87bed-98db-417d-bf22-053ab563e1a6,"[7, 15, 16, 1, 4, 17, 14, 6, 13, 5, 11, 9]"
39eab3bf-89df-49ae-9f5d-1dee594df851,[18]
39f95a43-c3d3-4315-8b87-144be134fb7c,"[12, 3, 1, 15, 14, 17, 6, 2]"
39fd1aec-643c-432b-ad98-01257887b675,"[12, 7, 3, 15, 16, 1, 4, 6, 13, 10, 19, 11, 9]"
39ff6bcf-7fc2-4ef2-a965-4fda2f1868a7,"[12, 7, 3, 4, 1, 15, 1, 17, 8, 6, 5, 10, 11, 2]"
3a083d69-691b-43e6-9bbb-07d8a635722f,"[12, 7, 3, 4, 14, 15, 16, 1, 17, 6, 2]"
3a550bfb-2808-425c-9e29-175bacf7004f,"[12, 4, 1, 15, 8, 5, 11]"
3a88c928-9b70-4050-af50-b7ea373f6bf4,[18]
3a9b0f64-2261-4c9e-85ed-a465ab727de1,"[12, 7, 3, 16, 4, 14, 6, 13, 5, 10, 9]"
3aa33a24-e8ff-4d23-bb3b-500251e2d25a,[18]
3ab1190b-1503-4deb-a03c-53b63f859594,"[12, 3, 1, 14, 15, 17, 8, 6, 5, 11, 9]"
3ae436e6-db9c-4461-90b9-dbd21500e996,"[7, 3, 15, 16, 4, 17, 14, 13, 5, 11, 2]"
3b0b9cb7-536d-42ba-8695-868c5b06e92d,"[12, 7, 4, 15, 16, 17]"
3b0eeb90-40aa-4ce5-8c4d-357b5b367553,"[12, 3, 15, 1, 14, 1, 8, 6, 5, 10, 9, 2]"
3b166f58-38dc-45d2-9465-f3d2026fad92,"[7, 1, 15, 17, 8, 13, 5, 11, 9, 2]"
3b324204-7bde-4c13-b751-5a43d40a636c,"[7, 3, 4, 1, 15, 16, 1, 17, 8, 13, 5, 10]"
3b60f89a-d1e9-46d5-a3ee-e81cbaf46a11,"[12, 7, 3, 1, 14, 15, 8, 6, 5]"
3b74e187-b00f-41f7-b911-d8bd384266bf,"[12, 4, 15, 16, 17, 8, 6, 13, 9]"
3b7be465-a2f3-439a-bc87-db0d8877af61,"[12, 3, 4, 6, 9, 2]"
3b8abf8a-c7de-4bef-9dc0-6f4bde8569af,"[12, 7, 3, 4, 1, 14, 15, 16, 1, 8, 5, 10]"
3ba915a0-33bc-495c-8c47-e253da101eae,"[12, 7, 3, 15, 16, 17, 6, 5, 10, 2]"
3bca3a1d-f183-4617-be0e-f0fdaa7c4985,"[12, 7, 38, 13, 5, 6, 5, 11, 9]"
3c097085-e2cc-452f-8bcb-efe3ae23f844,"[12, 7, 3, 4, 1, 14, 16, 1, 1, 13, 5, 10, 11, 9, 2]"
3c1b6c72-1c33-4b17-8555-2a429d342396,"[7, 3, 4, 1, 14, 16, 1, 17, 8, 6, 5, 10, 11, 9]"
3c1eeddc-18ec-44f6-8789-fbf475d9d2af,"[12, 3, 15, 16, 1, 4, 14, 6, 13, 11, 9, 2]"
3c566166-0b50-41ec-8a16-926bbc9a6139,"[7, 3, 15, 16, 1, 4, 14, 6, 5, 10, 11, 2]"
3c7ea3ae-77da-4764-96ee-ab6b12604474,"[3, 16, 4, 14, 17, 6, 5, 10, 2]"
3cee6493-cd66-4707-b939-b235204af2d8,"[12, 3, 3, 3, 3, 4, 4, 4, 4, 1, 1, 1, 25, 21, 1, 2, 2, 8, 13, 5, 11, 9, 24, 28, 8, 6, 5, 10, 11]"
3d2467f1-e17c-4d23-ac5b-a397ff9a3419,"[12, 7, 3, 3, 3, 4, 4, 4, 1, 1, 1, 2, 2, 1, 1, 8, 6, 5, 11, 9, 24, 5, 8, 5, 11]"
3d54bb70-b62e-4b82-b1f6-52a56511c856,"[7, 3, 4, 17, 8, 11, 9]"
3d6c4fda-a184-4935-ae7d-348083bff3ff,"[4, 15, 16, 17, 8, 6, 13, 10, 9, 2]"
3d776d0e-673a-4842-a6e3-8a8978157f20,[18]
3df22e6e-37e7-4025-88f5-f2d276a75f45,[18]
3e087108-5669-4164-8681-61805c9c228e,[18]
3e938d26-91f5-4d34-8111-fddf3da678d4,"[12, 3, 1, 6, 13, 5, 11, 9, 2]"
3efca14d-0336-45b9-a257-5795d445e4fc,[18]
3f0a9814-8ddc-4589-bb23-da2da7c6ef93,"[12, 7, 3, 1, 16, 17, 6, 11, 9, 2]"
3f198aca-ee6f-41c2-9467-81cb6be7c290,"[12, 3, 4, 1, 15, 17, 8, 6, 13, 5, 9, 2]"
3f5bc6b3-47c0-4e5d-ab91-fb46e3c7bcea,"[7, 4, 13, 20, 8, 6, 5, 10, 23, 11, 9, 2]"
3f621d62-9254-409b-9b08-efb1ded69084,"[12, 7, 4, 17, 6, 5, 10, 9]"
3f7cb848-493e-4d70-a470-16151ce751aa,"[3, 15, 16, 1, 4, 8, 6, 13, 10, 11, 9]"
3fc8dad6-c1e8-4ee6-bc6d-09791674a13d,"[7, 3, 4, 16, 1, 17, 10, 11, 2]"
3fd500b2-69e4-46d9-8cb4-31f8f0a80c74,"[12, 3, 3, 3, 4, 4, 4, 1, 4, 1, 1, 25, 2, 2, 2, 1, 1, 24, 13, 5, 20, 8, 10, 22, 23, 11, 8, 5, 11]"
406c412f-1e70-4bfd-8f63-145de38af187,[18]
40878f9a-b138-4be1-ac59-5ef5eff13788,"[12, 3, 4, 1, 14, 15, 17, 1, 8, 13, 5, 11, 9]"
409fb70d-9c46-4dc7-9cb1-62236ae0233c,"[12, 3, 16, 1, 4, 14, 8, 5, 11, 9, 2]"
40a3f621-1662-4046-9c62-d5f3f97cbb91,"[12, 14, 15, 17, 8, 5, 11, 9, 2]"
40b05cb6-e3ad-44a4-b827-80a79c3260d8,[18]
40c0c6ca-6775-4e0d-9b12-d25fc6217087,"[3, 4, 1, 14, 15, 16, 1, 17, 8, 5, 10, 11, 2]"
40c6393e-d690-40ad-8e48-bbb967246c60,[18]
40e6765b-3372-44e7-90b2-9562377744f3,"[7, 3, 4, 1, 16, 17, 8, 5, 9]"
4139decc-4c49-43b3-9fda-51e8bd22d332,"[12, 3, 4, 14, 15, 1, 17, 6, 13, 5, 10, 11, 9]"
41976ddc-67a1-4ea6-9ec2-7e3f40038618,"[7, 3, 15, 1, 17, 14, 1, 8, 6, 10, 11, 9, 2]"
41e9db2c-b8a3-4e53-b36c-fb1c0d897fee,[18]
420aa36f-91ff-41a9-a861-0e557c2c4ab7,"[4, 1, 15, 16, 17, 9, 2]"
427b117e-9898-4f11-883a-a1e605bd38af,"[12, 7, 3, 15, 16, 4, 17, 8, 13, 5, 10, 11, 2]"
4316a92a-ac70-4358-aaab-5da3675a60e0,"[4, 1, 15, 1, 8, 6, 5, 10, 2]"
4352fb45-2315-436d-884a-a1eece47b89b,[18]
43595dbc-83a2-41b6-92d6-a84efce341b3,"[12, 7, 3, 1, 14, 15, 1, 8, 6, 10, 2, 9]"
437dcc72-a0f8-4083-93d5-739357442505,[18]
438f6d8c-06a4-4ce4-999f-c929a38efe78,"[12, 3, 14, 16, 1, 8, 13, 10, 2]"
43b6fa74-7d83-4efa-b856-7316da50ba84,[18]
43b7805e-48e0-45d8-a55b-763099259251,[18]
43cf6a22-d1de-4267-b9da-61bfe49aa026,"[12, 7, 3, 16, 17, 13, 10, 11, 9]"
43ef3b0d-3f83-49d1-bb1c-796af826bb0d,[18]
44cd342f-dbad-4b9d-b278-951bb4472706,"[1, 14, 16, 17, 13, 5, 10, 2]"
4504a1ff-723d-400c-8eca-afb719693257,"[12, 1, 14, 15, 16, 1, 17, 8, 13, 5, 9]"
4520f601-e696-4aa2-b8c3-eb6ce096c800,"[7, 3, 4, 1, 15, 16, 1, 1, 8, 6, 13, 5, 10, 9]"
457531e4-947b-4e66-b05d-d1797080cd3f,"[12, 7, 3, 4, 1, 14, 15, 16, 17, 8, 13, 5, 10, 11, 2, 9]"
45b353e1-61a1-4f6e-ab5b-09cc4def076c,"[12, 7, 3, 15, 4, 4, 14, 21, 2, 27, 26, 26, 33, 6, 8, 6, 10, 11, 9]"
45ce69a6-9b3f-4512-9a3a-b7900188d44a,[18]
45cffbba-c7c5-4e8f-a2c4-15c224fc2dbf,"[12, 3, 4, 15, 17, 8, 6, 13, 9, 2]"
45ed50d7-3d25-4f23-b512-8f2a55457691,"[12, 7, 3, 14, 15, 1, 6, 5, 9]"
45f3031f-f28c-49fa-955f-27a5185583bd,"[12, 7, 4, 1, 15, 8, 13, 5, 10, 11]"
4638603a-18ab-4811-9948-c7cb0fd66b41,[18]
465a5a8c-545a-4ca0-b2a2-989ae911c30c,"[12, 7, 3, 15, 16, 1, 17, 14, 8, 2, 9]"
467a883e-3184-448d-a363-ced8acd9bf61,[18]
469d7a1f-7abd-4e1e-9211-8ee2b57bc56d,"[3, 4, 14, 1, 8, 13, 10, 11, 19, 9]"
46ca2cc9-27d1-4e7f-b2a9-ff939768df1b,"[7, 5, 11, 9]"
472aa9bc-4685-4030-9251-fd73b99525d9,"[12, 3, 4, 1, 14, 16, 17, 1, 13, 5, 2, 9]"
4764ce4c-c572-49bc-b7e2-5b8dada6b80c,"[36, 12, 3, 4, 1, 14, 16, 17, 8, 6, 13, 2, 11, 9]"
477248f5-908d-481d-89f2-af4dcc5636fa,"[12, 7, 3, 1, 16, 8, 13, 5, 11, 9, 2]"
47c989d6-0cc0-4ffc-9052-a70d8551f2d4,"[3, 4, 1, 15, 16, 1, 13, 5, 10, 9, 1, 2]"
47f2bb45-b27b-4d01-9530-c358606159c4,"[4, 1, 13, 20, 5, 22, 23, 11, 2]"
485484d4-6efd-4a63-9e84-ac8de7005d25,"[7, 3, 4, 1, 14, 16, 1, 17, 8, 5, 10, 2]"
489e5be5-9765-4c14-b243-bfabeaefba4d,"[12, 7]"
48b8438a-e471-4244-bc7a-5898b9c9d92e,"[12, 3, 15, 16, 14, 5, 11, 9]"
49016cc9-27a1-4481-be2f-12a10022ec20,"[7, 15, 16, 4, 14, 17, 8, 6, 13, 10, 9, 2]"
49100e31-3b4d-49c5-bfa3-fd8f379692fc,[18]
494912b3-dfe4-45cd-afb6-8fbd5beecf46,"[12, 7, 3, 4, 1, 14, 15, 1, 17, 8, 10, 11, 2]"
495c6d37-49ca-466d-801b-b4cbe5565902,[18]
49b33ea4-5151-4cd1-a0f6-66a5a4889681,"[3, 15, 16, 4, 14, 8, 10, 2, 9]"
49e3b6bc-61c4-47b1-85e8-010c6d88848e,"[12, 7, 3, 1, 14, 16, 6, 5, 9, 2]"
4a087d50-3cdf-431d-8517-ff97b73e3df8,"[12, 3, 16, 4, 14, 1, 8, 13, 10, 11]"
4a0a0cbf-5002-481b-9300-a94c2296fe0f,"[12, 7, 3, 4, 15, 1, 8, 10, 2]"
4a868bfc-321c-482b-a386-13a13364203b,"[44, 40, 9]"
4a956add-875a-4c29-82b7-1c887ed65fa0,"[12, 3, 4, 1, 8, 13, 5, 11, 9]"
4ab64730-cdae-492e-bf68-e66e93f7fefb,[18]
4adcd718-851d-4492-b93b-447691766364,"[12, 7, 3, 16, 1, 4, 6, 13, 5, 2]"
4af1d479-5708-4c37-b44f-80fd0446ceb8,"[12, 7, 14, 16, 6, 10, 11, 2]"
4b370265-b51f-4f0f-a4c3-c12435dd5b60,"[12, 7, 3, 1, 8, 13, 5, 9, 2]"
4b38fad1-42ae-4dd5-ae58-dde9be34e188,"[3, 4, 16, 1, 8, 11]"
4bdf5acc-70ce-4629-8a56-9744442ae0f9,"[12, 7, 3, 4, 1, 16, 17, 6, 13, 5, 10, 11, 9, 2]"
4c05532f-acef-4118-a512-441eac1d81a7,"[12, 29, 13, 5, 8, 6, 5, 32, 9]"
4c255236-6af2-414a-8b57-abc7e93e8b8c,"[7, 4, 1, 15, 16, 6, 13, 5, 11, 9]"
4c266ab6-be25-469d-aad9-46a33b034160,[18]
4c49d04d-6351-49a8-b2da-661d75bbc50f,"[12, 4, 17, 14, 8, 13, 5, 19, 9, 2]"
4c78374c-251c-4009-b9b8-329bb3958b60,"[12, 7, 3, 1, 14, 8, 6, 13, 5, 11, 9, 2]"
4c86961d-2e31-411f-a35f-610536bd1b24,"[12, 7, 1, 17, 8, 5, 10, 11, 9]"
4cab9ec4-5fc3-47da-b7a4-511219dc3f57,"[7, 1, 14, 15, 16, 1, 17, 8, 6, 2, 11]"
4cde3725-6ecb-4d02-b89d-f7d065d83cc9,[18]
4d1a4da9-5d4e-476b-846b-dbbe8276023f,[18]
4d537b22-9fbb-423d-bbfe-12fb9698408a,[18]
4d8cb3d3-25e9-4175-b970-def59fcad814,"[12, 3, 3, 4, 4, 14, 21, 2, 2, 1, 1]"
4de196e3-9881-4316-a770-0407ab3b6a99,"[7, 3, 4, 1, 15, 16, 17, 1, 1, 8, 6, 13, 5, 9, 2]"
4e50f6b9-ad2f-4234-9f09-b87744bc9836,"[12, 7, 1, 14, 15, 16, 1, 17, 8, 5, 10, 11, 2, 9]"
4e6f2384-7e09-4546-94da-1d9ac4bfb50b,"[1, 15, 11, 2]"
4e721bb0-2ff2-476f-89ca-042fdfa44ece,"[7, 3, 4, 1, 15, 16, 6, 5, 9, 2]"
4ed0c628-3211-404a-826d-fff18b0f139c,"[12, 4, 1, 15, 16, 14, 17, 8, 6, 13, 10, 11]"
4ede2eb8-08b5-49c2-bfa2-c3d31205634d,[18]
4eeaee1b-36bc-4386-b3df-a3151f1566f8,"[12, 7, 3, 15, 16, 17, 6, 13, 10, 11, 9]"
4ef32bb2-d653-40fd-841c-b25253d7d34f,[18]
4eff256b-7dde-48dd-8d39-b9602dd620d6,[18]
4fdf5d41-a305-4aae-8ef5-ffca34f8b460,"[12, 3, 1, 4, 17, 14, 8, 13, 19, 11, 2, 9]"
4fe356b7-86e6-4747-9c40-57763f441587,[18]
4ffa6f8d-76c3-4aef-a3a0-f0a0a5c077de,"[7, 3, 4, 1, 1, 8, 6, 13, 5, 10, 9]"
506a23f5-6cec-4d64-abf8-16e017154255,"[7, 4, 1, 16, 17, 8, 13, 10]"
509b291b-78f2-4122-92df-0b488a0c83f5,"[12, 3, 1, 14, 15, 16, 6, 5, 2]"
50c2e1cc-3225-4fd7-b128-bf90aaa0513c,"[7, 1, 13, 5, 20, 8, 6, 22]"
50cd60fb-29fe-408b-b3c4-f98389e1157a,"[3, 1, 14, 15, 16, 1, 17, 8, 6, 13, 9]"
50dbd4d7-4ebf-47f9-a0ae-433bbcbf4dfd,"[12, 7, 3, 4, 1, 14, 15, 16, 10, 2]"
50dcf836-e341-43bb-926a-111cbbc633e1,"[7, 3, 4, 1, 20, 8, 10, 22, 11, 9, 2]"
50ee104f-c8cf-47d8-b934-a090fe474ce4,"[7, 3, 1, 14, 15, 8, 6, 5, 10, 19, 9]"
511bb3f7-8dc6-48d8-8465-6ae2bcdd7f26,"[12, 7, 3, 16, 17, 14]"
51224af4-98a6-4766-b070-97f777121b01,[18]
51513a58-1eb1-4601-9de4-86aa999f5259,"[15, 8, 5, 10, 11, 2, 9]"
51533ba9-f8c8-414d-851e-1dd2dc51a9f4,"[12, 15, 16, 1, 14, 17, 8, 11]"
5164f7a1-0475-4b92-a495-4ce002875773,[18]
51865cd0-9126-40f6-83b9-2487e4aa2830,"[7, 1, 13, 20, 8, 6, 22, 2]"
51a17d51-c01b-483d-9bf3-c2d0f8194844,"[12, 7, 3, 1, 4, 17, 8, 6, 13, 5, 10, 11, 2, 9]"
51d3cb99-48c2-4f1c-8021-da79f992cc2e,[18]
523fdaef-4812-40e2-a62e-507a72083d73,"[3, 4, 1, 6, 5, 10, 11, 2]"
524340e0-293a-47e0-b936-0721d80c1d3f,"[12, 7, 3, 1, 14, 16, 1, 17, 8, 6, 13, 5, 10, 11, 2]"
524ed88e-f12d-4e83-b9dd-095ad7e7fd86,"[12, 7, 4, 17, 8, 10, 11, 9]"
525454ff-f742-4464-958a-03cda51f93fc,[18]
525b9bd2-f94d-4a15-81b7-398c416f456e,"[12, 7, 4, 1, 14, 15, 16, 13, 11]"
52727442-55da-4616-8e5f-8c1a34cb95d5,"[12, 7, 16, 14, 8, 5, 9]"
529c1353-e644-4bc8-8fb4-5cd360a49938,"[12, 7, 3, 4, 1, 1, 8, 6, 13, 10, 2]"
52cb3ffa-185a-486b-82ab-84f071e6f1a4,"[12, 7, 3, 14, 15, 1, 8, 6, 5, 11, 9]"
52e17d47-bdef-4b03-a475-74062b23028c,"[7, 3, 4, 14, 8, 10, 11, 9]"
52f804ca-f1e2-4cf9-9acf-3eecb25d1226,"[7, 3, 15, 16, 1, 4, 14, 8, 6, 5, 10, 9, 2]"
532421f6-81c7-41b5-af8d-f23c5b915fa5,[18]
53338bec-3471-4bec-b6fd-f6fe72478404,[18]
534a6cb0-940e-425c-93ae-cf1355489ab0,"[12, 7, 3, 4, 16, 17, 6, 13, 5, 9, 2]"
537db268-9532-4ba1-9d8b-76df78c51855,[18]
537e1392-6fef-4acb-bc9c-56500db85b1a,"[3, 4, 1, 15, 16, 8, 6, 5, 10, 2]"
53a12e85-22a5-496c-acbb-f7da50a49ef4,[18]
53ae189f-7ea8-41f1-b7ea-bf717662efc6,"[12, 3, 14, 15, 16, 8, 5, 9, 2]"
54199804-e1ac-4849-93c6-b74492f7ef87,"[12, 7, 4, 1, 6, 10, 2]"
5448ec98-c8fa-4fab-bf3e-bb0229e6a660,"[12, 7, 1, 15, 16, 8, 6, 5, 30, 9]"
5457dda2-4747-48af-a6a9-8f0e46cd0716,"[15, 4, 14, 8, 13, 5, 10, 11]"
54839163-9d7f-4d30-94b6-3f4f6ac553fa,"[12, 3, 4, 1, 16, 8, 6, 13, 5, 11, 9, 2]"
54997050-ee83-4f9d-b34e-3b0c0b1ec93c,"[12, 3, 15, 1, 4, 1, 1, 4, 14, 14, 14, 1, 17, 14, 21, 2, 2, 2, 27, 27, 27, 26, 34, 33, 6, 6, 8, 13, 5, 11, 31, 9]"
54d1f0e8-d732-4580-8476-a517f920f906,"[12, 7, 3, 3, 4, 4, 4, 1, 1, 1, 2, 1, 1, 8, 13, 5, 11, 9, 6, 1]"
55c55130-e340-405b-84b4-303ff9c9a652,"[12, 7, 4, 1, 14, 15, 16, 1, 17, 8, 5, 11]"
55fa23e4-6252-4964-b12d-5fa4223d6e1e,[18]
56474f5a-0ada-4fd2-a2f1-6c657829288c,[18]
56aabb14-ea98-4fe6-9151-09ea96f73c0e,"[12, 7, 3, 4, 14, 1, 17, 6, 10, 11, 9]"
56ff9c46-58e0-4da0-8511-2cab5fc7148c,"[7, 3, 4, 11, 9, 2]"
5712b96e-581f-4c4e-834e-328e803a2de5,[18]
572edb05-51ad-439a-b72c-b23a483e5f36,"[7, 3, 15, 16, 14, 8, 10, 2, 11, 9]"
572f483d-f58c-4576-80f2-1af0f762f666,"[7, 15, 17, 1, 4, 8, 13, 5, 10, 11, 9, 2]"
576f81e3-a87b-4f06-811b-9ccfb37e3dc7,"[3, 4, 1, 14, 1, 6, 13, 5, 10, 2, 11, 9]"
57b617d4-3859-4833-af3d-cc43b37e05ba,[18]
57eccff2-2b96-4a0d-af07-527821584e92,"[12, 3, 14, 17, 8, 13, 5, 10, 11]"
582cb55f-d90c-4bc2-a7c0-47a301dcf12b,"[12, 7, 3, 3, 3, 4, 4, 16, 14, 1, 17, 2, 2, 27, 26, 26, 26, 34, 34, 8, 6, 5, 11, 9]"
583c8aac-d0a5-4d4a-b0e9-92088010ae1d,"[12, 7, 16, 1, 4, 8, 6, 5, 11]"
584f547a-88ad-4ac1-91eb-1b36414aadf7,"[12, 7, 3, 15, 16, 4, 14, 8, 6, 13, 5, 10, 19, 2]"
589334be-4d08-4a42-be2e-e0d6105b80ad,"[7, 3, 14, 8, 13, 10, 11, 2]"
